side,purpose,relative_path,file_name,row_count,column_count,feature_like_column_count,has_USER_KEY,has_is_repurchase,has_is_promotion,has_repurchase_score,has_churn_risk,columns_preview,sha256,extension,size_bytes,modified_time,file_role
PUBLIC,SHAP,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_direction_summary.csv,16_shap_direction_summary.csv,300,10,10,False,False,False,False,False,model_family; promo_scope; feature_name; feature_family; mean_feature_value; mean_shap_value; corr_feature_value_shap; direction_summary; interpretation_caveat; notes,f19baeaaa7ee61dff5c70115601bed0de168442c70cf3cceb600a38ecde045f9,,,,
PUBLIC,SHAP,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_execution_plan.csv,16_shap_execution_plan.csv,4,9,9,False,False,False,False,False,model_family; promo_scope; explainer_type; sample_rows; shap_values_generated; fallback_used; fallback_reason; status; notes,3c904b743753b45351fe7591031e61a0eb6b7d8f7aefa1feb39792578546a0c7,,,,
PUBLIC,SHAP,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_family_importance.csv,16_shap_family_importance.csv,36,9,9,False,False,False,False,False,model_family; promo_scope; feature_family; total_mean_abs_shap; mean_mean_abs_shap; feature_count; family_rank; interpretation_caveat; notes,4eabf77e8f439f14babd56630d3d07953cbfec1c58e9234fdb6070210d547c7d,,,,
PUBLIC,SHAP,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_feature_policy_check.csv,16_shap_feature_policy_check.csv,4,14,14,False,False,False,False,False,model_family; promo_scope; feature_count; forbidden_columns_in_features; retention_w2_ratio_in_features; retention_w3_ratio_in_features; log_retention_w2_ratio_in_features; log_retention_w3_ratio_in_features; is_churn_prevented_in_features; age_group_in_features; is_female_in_features; is_male_in_features; status; notes,cee01176a50868a18bc3ad4ee16e636c2b8bad00b3bebbf8e89d6da8b08de61e,,,,
PUBLIC,SHAP,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_global_importance.csv,16_shap_global_importance.csv,300,8,8,False,False,False,False,False,model_family; promo_scope; feature_name; mean_abs_shap; rank; feature_family; interpretation_caveat; notes,94218bf019a217f5c0658e200980655715e3bac15b3c157dcc6de758c775efb9,,,,
PUBLIC,SHAP,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\README.md,README.md,,,,,,,,,,2731cbf9b34c38d076509f4040f8383cdb77969573e2a27e3750b2ac22354a42,.md,3700,2026-05-21T17:37:37,md
PUBLIC,SHAP,PUBLIC\notebooks\16_SHAP_candidate_interpretation_260520\README.md,README.md,,,,,,,,,,3cf96e4a74ac23ba6db207c789939a227ed69b05b2818f665948f67554c31b46,.md,1355,2026-05-20T16:08:10,md
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\16b_input_validation.csv,16b_input_validation.csv,10,7,7,False,False,False,False,False,input_item; expected_path; exists; rows; columns; status; notes,2df8c3f6d109ffece05432f14049f8464870a631ae7c3316453f4df205c86364,,,,
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\16b_source_fingerprint_before_after.csv,16b_source_fingerprint_before_after.csv,28,7,7,False,False,False,False,False,file_path; file_role; sha256_before; sha256_after; size_before; size_after; status,293e5e178b20b1ad2e0db9906d254ca23be7a42fc709ddd20ce6d30eeb9b3a65,,,,
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\PUBLIC_16b_feature_family_mapping_hotfix_final_checks.csv,PUBLIC_16b_feature_family_mapping_hotfix_final_checks.csv,37,5,5,False,False,False,False,False,check_name; status; expected; actual; notes,37a93d5d2abbf5c739d068376cd90449517e1e14862c6ebae87d3482ffa39061,,,,
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\PUBLIC_16b_feature_family_mapping_hotfix_zip_inventory.csv,PUBLIC_16b_feature_family_mapping_hotfix_zip_inventory.csv,18,2,2,False,False,False,False,False,full_name; size_bytes,7801a96b01c222ac2069f389f6a47c7abec1ba1472a6c9b400d81a9c01440a87,,,,
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\README.md,README.md,,,,,,,,,,95bd7a719ba0ab9d011514987bd29f673456d0ceea9add574c6821e9cadc55c1,.md,1666,2026-05-21T17:37:37,md
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_acceptance_patch_260520\16b_acceptance_input_validation.csv,16b_acceptance_input_validation.csv,11,7,7,False,False,False,False,False,input_item; path; exists; rows; columns; status; notes,792e15a9552dcf15f5bdf75558127aa91657e97cda918fbdabb7b0e5ae4477c7,,,,
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_acceptance_patch_260520\16b_final_acceptance_memo.md,16b_final_acceptance_memo.md,,,,,,,,,,9bdffceba7afa8cee36c055ca2de51987b7ceb72595be60cf19da06d71311c88,.md,3651,2026-05-21T17:37:37,md
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_acceptance_patch_260520\16b_mapping_acceptance_summary.csv,16b_mapping_acceptance_summary.csv,17,4,4,False,False,False,False,False,check_item; status; evidence; notes,4168f1549606fa3d94671dc8d73458a30fc5b47ca372eac035cd7a6aba0582b9,,,,
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_acceptance_patch_260520\16b_source_fingerprint_status_interpretation.csv,16b_source_fingerprint_status_interpretation.csv,2,7,7,False,False,False,False,False,file_path; original_status; interpreted_status; file_role; interpretation; action_required; notes,ffe0962cdc0801d178d386215b0424b014113d87f33e5fa21d7eb54e76df8ba8,,,,
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_acceptance_patch_260520\PUBLIC_16b_feature_family_mapping_hotfix_acceptance_patch_final_checks.csv,PUBLIC_16b_feature_family_mapping_hotfix_acceptance_patch_final_checks.csv,20,5,5,False,False,False,False,False,check_name; status; expected; actual; notes,d41fdcf70c0f53bd5bcff3ddc22c7c39d522f78ce03231a0f70524db82e139fe,,,,
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_acceptance_patch_260520\PUBLIC_16b_feature_family_mapping_hotfix_acceptance_patch_zip_inventory.csv,PUBLIC_16b_feature_family_mapping_hotfix_acceptance_patch_zip_inventory.csv,13,2,2,False,False,False,False,False,full_name; size_bytes,d897039bc361e96b5da7d12ab82f6b80ffeae4fc661c2e23f957d92b61931f7a,,,,
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16_four_model_SHAP_candidate_interpretation_260520\16_shap_environment_check.csv,16_shap_environment_check.csv,5,4,4,False,False,False,False,False,check_item; status; observed_value; notes,434b858f7b40471ab7f193df49e763e3a415f04f32c7bd989cd9d4e8dac75ba9,,,,
PUBLIC,SHAP,PUBLIC\handoff\PUBLIC_16_four_model_SHAP_candidate_interpretation_260520\16_shap_input_validation.csv,16_shap_input_validation.csv,25,7,7,False,False,False,False,False,input_item; expected_path; exists; rows; columns; status; notes,2b40f85a4ac2159006663901e009828442ee3d73a6adaab6c4584381975a3abb,,,,
