side,purpose,relative_path,file_name,row_count,column_count,feature_like_column_count,has_USER_KEY,has_is_repurchase,has_is_promotion,has_repurchase_score,has_churn_risk,columns_preview,sha256,candidate_rank
park,17x_segmentation_base_datamart.csv,park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_segmentation_base_datamart.csv,17x_segmentation_base_datamart.csv,23079,58,53,True,True,True,True,True,row_id; USER_KEY; is_repurchase; is_promotion; repurchase_score; churn_risk; risk_rank_desc; risk_percentile_desc; representative_segment; segment_priority; flag_high_risk_top10; flag_high_risk_top20; flag_low_risk_stable; flag_cold_start_weak; flag_strong_early_activation; flag_week3_inactive; flag_only_w1; flag_week3_drop; flag_retention_decay; flag_retention_stable; flag_heavy_user; flag_low_activity; flag_genre_focused; flag_new_movie_oriented; flag_old_movie_oriented; flag_age40_unverified_ios; total_watch_count; total_watch_time_min; watch_days; active_ratio; recency; watch_time_min_w1; watch_time_min_w2; watch_time_min_w3; watch_session_w1; watch_session_w2; watch_session_w3; retention_w2_ratio; retention_w3_ratio; diff_between_w2_w1,0554f0eda743c525ecf8edd777afe04e0d15318b60dd6a3959b3a06f826a88cd,1
park,17x_segmentation_base_datamart.csv,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_segmentation_base_datamart.csv,17x_segmentation_base_datamart.csv,23079,58,53,True,True,True,True,True,row_id; USER_KEY; is_repurchase; is_promotion; repurchase_score; churn_risk; risk_rank_desc; risk_percentile_desc; representative_segment; segment_priority; flag_high_risk_top10; flag_high_risk_top20; flag_low_risk_stable; flag_cold_start_weak; flag_strong_early_activation; flag_week3_inactive; flag_only_w1; flag_week3_drop; flag_retention_decay; flag_retention_stable; flag_heavy_user; flag_low_activity; flag_genre_focused; flag_new_movie_oriented; flag_old_movie_oriented; flag_age40_unverified_ios; total_watch_count; total_watch_time_min; watch_days; active_ratio; recency; watch_time_min_w1; watch_time_min_w2; watch_time_min_w3; watch_session_w1; watch_session_w2; watch_session_w3; retention_w2_ratio; retention_w3_ratio; diff_between_w2_w1,0554f0eda743c525ecf8edd777afe04e0d15318b60dd6a3959b3a06f826a88cd,2
park,17x_representative_segment_assignment.csv,park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_representative_segment_assignment.csv,17x_representative_segment_assignment.csv,23079,10,5,True,True,True,True,True,row_id; USER_KEY; representative_segment; segment_priority; matched_rule_name; matched_rule_text; is_repurchase; repurchase_score; churn_risk; is_promotion,4235b44b966cb324978352d0b8b480b2f9597e3d9ab058a431d3297af9ab3f62,1
park,17x_representative_segment_assignment.csv,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_representative_segment_assignment.csv,17x_representative_segment_assignment.csv,23079,10,5,True,True,True,True,True,row_id; USER_KEY; representative_segment; segment_priority; matched_rule_name; matched_rule_text; is_repurchase; repurchase_score; churn_risk; is_promotion,4235b44b966cb324978352d0b8b480b2f9597e3d9ab058a431d3297af9ab3f62,2
PUBLIC,06x_expanded_dataset.csv,PUBLIC\results\_06x_dataset_generation_260515\06x_expanded_dataset.csv,06x_expanded_dataset.csv,23097,82,79,True,True,True,False,False,USER_KEY; is_repurchase; is_promotion; is_churn_prevented; is_user_verified; is_standard; is_premium; age_group; is_female; is_male; reg_is_weekend; reg_hour_morning; reg_hour_afternoon; reg_hour_evening; reg_hour_night; payment_is_mobile; payment_is_pc; payment_is_android; payment_is_ios; total_watch_count; unique_movie; watch_days; active_ratio; total_watch_time_min; watch_per_day; avg_watch_time_min; median_watch_time_min; std_watch_time_min; avg_daily_watch_time_min; max_watch_time_min; max_daily_watch_time_min; max_daily_sessions; recency; avg_gap_between_watch_days; avg_gap_w1_watch_days; avg_gap_w2_watch_days; avg_gap_w3_watch_days; max_inactive_gap_days; avg_rewatch_ratio; weekend_watch_ratio,7920fdeeefda8f956df473902d0d3b8d0041fa13f260532c50b494589dac0ab9,1
PUBLIC,06y_expanded_dataset_promo_0.csv,PUBLIC\results\_06y_promo_split_260520\06y_expanded_dataset_promo_0.csv,06y_expanded_dataset_promo_0.csv,11193,82,79,True,True,True,False,False,USER_KEY; is_repurchase; is_promotion; is_churn_prevented; is_user_verified; is_standard; is_premium; age_group; is_female; is_male; reg_is_weekend; reg_hour_morning; reg_hour_afternoon; reg_hour_evening; reg_hour_night; payment_is_mobile; payment_is_pc; payment_is_android; payment_is_ios; total_watch_count; unique_movie; watch_days; active_ratio; total_watch_time_min; watch_per_day; avg_watch_time_min; median_watch_time_min; std_watch_time_min; avg_daily_watch_time_min; max_watch_time_min; max_daily_watch_time_min; max_daily_sessions; recency; avg_gap_between_watch_days; avg_gap_w1_watch_days; avg_gap_w2_watch_days; avg_gap_w3_watch_days; max_inactive_gap_days; avg_rewatch_ratio; weekend_watch_ratio,b3265a3c62b9adacad0b0a85aefc16fb6a7214acf52b122e3082e119c1e96557,1
PUBLIC,06y_expanded_dataset_promo_1.csv,PUBLIC\results\_06y_promo_split_260520\06y_expanded_dataset_promo_1.csv,06y_expanded_dataset_promo_1.csv,11904,82,79,True,True,True,False,False,USER_KEY; is_repurchase; is_promotion; is_churn_prevented; is_user_verified; is_standard; is_premium; age_group; is_female; is_male; reg_is_weekend; reg_hour_morning; reg_hour_afternoon; reg_hour_evening; reg_hour_night; payment_is_mobile; payment_is_pc; payment_is_android; payment_is_ios; total_watch_count; unique_movie; watch_days; active_ratio; total_watch_time_min; watch_per_day; avg_watch_time_min; median_watch_time_min; std_watch_time_min; avg_daily_watch_time_min; max_watch_time_min; max_daily_watch_time_min; max_daily_sessions; recency; avg_gap_between_watch_days; avg_gap_w1_watch_days; avg_gap_w2_watch_days; avg_gap_w3_watch_days; max_inactive_gap_days; avg_rewatch_ratio; weekend_watch_ratio,12159c01ca2c07b261505d982ee658509b808c271b09ae694cee3f39d5308493,1
PUBLIC,06_model_input_promo_0.csv,PUBLIC\data\06_model_input_promo_0.csv,06_model_input_promo_0.csv,11193,82,79,True,True,True,False,False,USER_KEY; is_repurchase; is_promotion; is_churn_prevented; is_user_verified; is_standard; is_premium; age_group; is_female; is_male; reg_is_weekend; reg_hour_morning; reg_hour_afternoon; reg_hour_evening; reg_hour_night; payment_is_mobile; payment_is_pc; payment_is_android; payment_is_ios; total_watch_count; unique_movie; watch_days; active_ratio; total_watch_time_min; watch_per_day; avg_watch_time_min; median_watch_time_min; std_watch_time_min; avg_daily_watch_time_min; max_watch_time_min; max_daily_watch_time_min; max_daily_sessions; recency; avg_gap_between_watch_days; avg_gap_w1_watch_days; avg_gap_w2_watch_days; avg_gap_w3_watch_days; max_inactive_gap_days; avg_rewatch_ratio; weekend_watch_ratio,8fb3662dc1b2ed6deb2db8eedcde18bbd715439db097c70954e9a7a45c1b4a7c,1
PUBLIC,06_model_input_promo_1.csv,PUBLIC\data\06_model_input_promo_1.csv,06_model_input_promo_1.csv,11904,82,79,True,True,True,False,False,USER_KEY; is_repurchase; is_promotion; is_churn_prevented; is_user_verified; is_standard; is_premium; age_group; is_female; is_male; reg_is_weekend; reg_hour_morning; reg_hour_afternoon; reg_hour_evening; reg_hour_night; payment_is_mobile; payment_is_pc; payment_is_android; payment_is_ios; total_watch_count; unique_movie; watch_days; active_ratio; total_watch_time_min; watch_per_day; avg_watch_time_min; median_watch_time_min; std_watch_time_min; avg_daily_watch_time_min; max_watch_time_min; max_daily_watch_time_min; max_daily_sessions; recency; avg_gap_between_watch_days; avg_gap_w1_watch_days; avg_gap_w2_watch_days; avg_gap_w3_watch_days; max_inactive_gap_days; avg_rewatch_ratio; weekend_watch_ratio,09306871a7989d63b6913e1623d9ffdabd82be994cd3aa850fa34d6844bc6596,1
PUBLIC,15_oof_score_long.csv,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_long.csv,15_oof_score_long.csv,46194,15,13,True,True,False,False,False,row_id; USER_KEY; promo_scope; model_family; fold_id; is_repurchase; repurchase_score_oof; churn_risk_score_oof; risk_rank_desc; risk_percentile; high_risk_top10; high_risk_top20; high_risk_top30; split_method; score_source,3ddd6ba3ddac3f9ca1a4a2cdbc4cc8e816d23a6ca110071a40e51512a0a4531f,1
PUBLIC,15_oof_score_long.csv,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_score_long.csv,15_oof_score_long.csv,46194,6,4,True,True,False,False,False,USER_KEY; model_family; scope; is_repurchase; repurchase_score_oof; churn_risk_score_oof,cd770fa2ea41ae069df1dc6bfd9722d5d13157ecc72c4d74d4dd3077116cab85,2
PUBLIC,15_oof_score_wide_promo0.csv,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide_promo0.csv,15_oof_score_wide_promo0.csv,11193,16,14,True,True,False,False,False,row_id; USER_KEY; promo_scope; is_repurchase; lr_repurchase_score_oof; lr_churn_risk_score_oof; gb_repurchase_score_oof; gb_churn_risk_score_oof; lr_risk_percentile; gb_risk_percentile; lr_high_risk_top10; gb_high_risk_top10; lr_high_risk_top20; gb_high_risk_top20; lr_high_risk_top30; gb_high_risk_top30,faf40d90f82a4469f73cd3fb241a278500c3947760e29e5378cbfb7190539738,1
PUBLIC,15_oof_score_wide_promo0.csv,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_score_wide_promo0.csv,15_oof_score_wide_promo0.csv,11193,6,4,True,True,False,False,False,USER_KEY; is_repurchase; repurchase_score_oof_logisticregression; churn_risk_score_oof_logisticregression; repurchase_score_oof_gradientboosting; churn_risk_score_oof_gradientboosting,09c6798f6c9108331c273ee84836e35364d8530110202dd4f083132bd642164d,2
PUBLIC,15_oof_score_wide_promo1.csv,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide_promo1.csv,15_oof_score_wide_promo1.csv,11904,16,14,True,True,False,False,False,row_id; USER_KEY; promo_scope; is_repurchase; lr_repurchase_score_oof; lr_churn_risk_score_oof; gb_repurchase_score_oof; gb_churn_risk_score_oof; lr_risk_percentile; gb_risk_percentile; lr_high_risk_top10; gb_high_risk_top10; lr_high_risk_top20; gb_high_risk_top20; lr_high_risk_top30; gb_high_risk_top30,07786fd8fb2532ed59f98c0113f961e0650735f0763cb04e24b77db4552f5adf,1
PUBLIC,15_oof_score_wide_promo1.csv,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_score_wide_promo1.csv,15_oof_score_wide_promo1.csv,11904,6,4,True,True,False,False,False,USER_KEY; is_repurchase; repurchase_score_oof_logisticregression; churn_risk_score_oof_logisticregression; repurchase_score_oof_gradientboosting; churn_risk_score_oof_gradientboosting,9c07d881c474c394dc5e6fb869478bd57861309c02c093127230853e021a6e88,2
PUBLIC,17_representative_segment_assignment,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_representative_segment_assignment_hotfix.csv,17_representative_segment_assignment_hotfix.csv,23097,13,12,False,True,False,False,False,row_id; promo_scope; is_repurchase; representative_segment_id; provisional_label; assignment_priority_order; gb_churn_risk_score_oof; lr_churn_risk_score_oof; gb_risk_percentile; lr_risk_percentile; key_flags_used_for_assignment; hotfix_assignment_changed; previous_representative_segment_id,6dc256ba9e91973ecb5136b85b1b02ca8826ffad1397bf51821df11925df59a7,1
PUBLIC,17_representative_segment_assignment,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_representative_segment_assignment.csv,17_representative_segment_assignment.csv,23097,26,25,False,True,False,False,False,row_id; promo_scope; is_repurchase; representative_segment_id; provisional_label; assignment_priority_order; gb_churn_risk_score_oof; lr_churn_risk_score_oof; gb_risk_percentile; lr_risk_percentile; gb_high_risk_top20; lr_high_risk_top20; gb_lr_both_high_risk_top20; week3_inactive; retention_decay; only_w1; cold_start_weak; early_activation_success; low_activity; low_activity_reason; low_watch_count; low_watch_time; low_watch_days; genre_preference_clear; content_preference_signal; stable_usage,85403429f93180698eced2e4fe029beccfd5eff186921935c083a80fb4f29b25,2
PUBLIC,17_revised_segment_assignment,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_revised_segment_assignment_simulation.csv,17_revised_segment_assignment_simulation.csv,23097,11,10,False,True,False,False,False,row_id; promo_scope; is_repurchase; previous_segment_id; revised_segment_family; revised_assignment_reason; gb_churn_risk_score_oof; lr_churn_risk_score_oof; key_flags; retained_subsignals; user_approval_required,852b8ef893f22cb78709cd46de7d467de6b1c77b50ab559c39886504b51b1e4b,1
PUBLIC,17_segmentation_base_datamart.csv,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segmentation_base_datamart.csv,17_segmentation_base_datamart.csv,23097,101,98,True,True,True,False,False,row_id; USER_KEY; promo_scope; is_repurchase; lr_repurchase_score_oof; lr_churn_risk_score_oof; gb_repurchase_score_oof; gb_churn_risk_score_oof; lr_risk_percentile; gb_risk_percentile; lr_high_risk_top10; gb_high_risk_top10; lr_high_risk_top20; gb_high_risk_top20; lr_high_risk_top30; gb_high_risk_top30; is_repurchase_input; is_promotion; is_churn_prevented; is_user_verified; is_standard; is_premium; age_group; is_female; is_male; reg_is_weekend; reg_hour_morning; reg_hour_afternoon; reg_hour_evening; reg_hour_night; payment_is_mobile; payment_is_pc; payment_is_android; payment_is_ios; total_watch_count; unique_movie; watch_days; active_ratio; total_watch_time_min; watch_per_day,f308768a6e04b3900c4a0ac9722b1226b18bb3a67ff45aa2c20cc7444b0ccddf,1
PUBLIC,18_dashboard_handoff_datamart,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_dashboard_handoff_datamart_hotfix.csv,18_dashboard_handoff_datamart_hotfix.csv,10,14,14,False,False,False,False,False,promo_scope; segment_family; segment_role; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; comparison_to_promo0_or_promo1; key_caveat; display_priority,ecbdb0d491da6c4364417e9e6c5e56a9d995f70ceb003c77b56b323bd88f7cb3,1
PUBLIC,18_dashboard_handoff_datamart,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,18_dashboard_handoff_datamart.csv,10,11,11,False,False,False,False,False,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat,908182a2bd43b58451921c7c7d616975e51d071a5914374160401e0f548a3b56,2
PUBLIC,18_promo1_main_business_action_matrix,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_promo1_main_business_action_matrix_hotfix.csv,18_promo1_main_business_action_matrix_hotfix.csv,5,15,15,False,False,False,False,False,segment_family; segment_role; row_count; row_share_within_scope; actual_churn_rate; mean_gb_churn_risk; primary_behavior_problem; recommended_action_type; recommended_message_direction; recommended_channel_or_touchpoint; recommended_content_strategy; demographic_personalization_summary; evidence_strength; caveat; final_status,178186ff7012d1e165bb1b566ee74160e5f75bcf8012704e26898a8e9e250721,1
PUBLIC,18_promo0_comparison_reference,PUBLIC\reports\business\18_business_recommendation_storyline_hotfix_260520\18_promo0_comparison_reference_hotfix.csv,18_promo0_comparison_reference_hotfix.csv,5,9,9,False,False,False,False,False,segment_family; row_count; row_share_within_scope; actual_churn_rate; mean_gb_churn_risk; comparison_role; comparison_insight; how_it_supports_promo1_storyline; caveat,00803a9a3d6041affbd59852960654a449e2ddbb6fc337b91f086f585ccabd48,1
