side,source_group,relative_path,model_name,dataset_scope,feature_set,metric_auc,train_valid_gap_or_overfit_metric,auc_columns_available,gap_columns_available,columns_available
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_demographic_hotfix_260520\17_readiness_for_18_business_storyline_demographic_hotfix.csv,,,,,,,,decision_item; previous_status_if_available; updated_status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_hotfix_260520\17_readiness_for_18_business_storyline_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_readiness_for_18_quality_hotfix.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,,promo0,,,,,,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat
PUBLIC,PUBLIC_score_source,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,,promo0,,,,,,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat
PUBLIC,PUBLIC_score_source,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,,promo0,,,,,,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat
PUBLIC,PUBLIC_score_source,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,,promo0,,,,,,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat
PUBLIC,PUBLIC_score_source,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,,promo0,,,,,,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat
PUBLIC,PUBLIC_score_source,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,,promo1,,,,,,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat
PUBLIC,PUBLIC_score_source,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,,promo1,,,,,,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat
PUBLIC,PUBLIC_score_source,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,,promo1,,,,,,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat
PUBLIC,PUBLIC_score_source,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,,promo1,,,,,,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat
PUBLIC,PUBLIC_score_source,PUBLIC\reports\business\18_business_recommendation_storyline_260520\18_dashboard_handoff_datamart.csv,,promo1,,,,,,promo_scope; segment_family; row_count; row_share; actual_churn_rate; actual_repurchase_rate; mean_gb_churn_risk; representative_behavior; business_action_type; demographic_personalization_summary; key_caveat
PUBLIC,PUBLIC_score_source,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_model_config_extraction.csv,,promo0,,,,,,model_family; scope; source_final_result; params_found; params_parse_status; params_used; fallback_used; status; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_model_config_extraction.csv,,promo1,,,,,,model_family; scope; source_final_result; params_found; params_parse_status; params_used; fallback_used; status; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_model_config_extraction.csv,,promo0,,,,,,model_family; scope; source_final_result; params_found; params_parse_status; params_used; fallback_used; status; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_model_config_extraction.csv,,promo1,,,,,,model_family; scope; source_final_result; params_found; params_parse_status; params_used; fallback_used; status; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_readiness_for_shap_segmentation.csv,,promo0,,0.864944,,oof_roc_auc; oof_pr_auc; suspicious_high_auc_flag,,model_family; scope; oof_roc_auc; oof_pr_auc; suspicious_high_auc_flag; shap_readiness; segmentation_readiness; reason
PUBLIC,PUBLIC_score_source,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_readiness_for_shap_segmentation.csv,,promo1,,0.839502,,oof_roc_auc; oof_pr_auc; suspicious_high_auc_flag,,model_family; scope; oof_roc_auc; oof_pr_auc; suspicious_high_auc_flag; shap_readiness; segmentation_readiness; reason
PUBLIC,PUBLIC_score_source,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_readiness_for_shap_segmentation.csv,,promo0,,0.880476,,oof_roc_auc; oof_pr_auc; suspicious_high_auc_flag,,model_family; scope; oof_roc_auc; oof_pr_auc; suspicious_high_auc_flag; shap_readiness; segmentation_readiness; reason
