variable,candidate_formula_id,candidate_formula_description,source_files_used,source_columns_used,join_key,date_basis,observation_window,denominator,zero_denominator_policy,missing_policy,compared_rows,matched_rows,mismatched_rows,match_rate,max_abs_diff,mean_abs_diff,sample_mismatch_1,sample_mismatch_2,sample_mismatch_3,sample_matches,sample_mismatches,selected_candidate,selected_as_best_candidate,confidence_level,null_match_handling,reason,note
diff_between_w3_w2,diff_between_w3_w2_A_reg_0_6_7_13_14_20,diff_between_w3_w2 calculated from weekly watch_time sums,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,,,both NaN treated as match,23343,23137,206,0.9911750846078053,692.0,1.258749946450756,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=-110.0, candidate=9.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=119.0, candidate=9.0","USER_KEY=48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40..., master=0.0, candidate=-33.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=-299.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=-1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=-129.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=-110.0, candidate=9.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=119.0, candidate=9.0 | USER_KEY=48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40..., master=0.0, candidate=-33.0",False,False,,both_nan_match,,
is_w1_over_50%,is_w1_over_50%_A_reg_0_6_7_13_14_20_three_week_sum_ge_0p5,w1 watch_time / three_week_sum >= 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,three_week_sum,zero,both NaN treated as match,23343,23288,55,0.9976438332690742,1.0,0.0023561667309257594,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=1.0, candidate=0","USER_KEY=b8cbe0494fde6de4dce0be00cc9bb96cbb2bf6ed618e1538dda92755c..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0 | USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=1.0, candidate=0 | USER_KEY=b8cbe0494fde6de4dce0be00cc9bb96cbb2bf6ed618e1538dda92755c..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w1_over_50%,is_w1_over_50%_A_reg_0_6_7_13_14_20_three_week_sum_gt_0p5,w1 watch_time / three_week_sum > 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,three_week_sum,zero,both NaN treated as match,23343,23177,166,0.992888660412115,1.0,0.007111339587885019,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0","USER_KEY=02198818f8c5721f3d4fd3ebeb263dc131dc95f4a50d722f9f8846517..., master=1.0, candidate=0","USER_KEY=f60545caa9bce3c2c33b7089d88085c7ed8d79c8a619ae59f54f77970..., master=1.0, candidate=0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0 | USER_KEY=02198818f8c5721f3d4fd3ebeb263dc131dc95f4a50d722f9f8846517..., master=1.0, candidate=0 | USER_KEY=f60545caa9bce3c2c33b7089d88085c7ed8d79c8a619ae59f54f77970..., master=1.0, candidate=0",False,False,,both_nan_match,,
is_w1_over_50%,is_w1_over_50%_A_reg_0_6_7_13_14_20_master_total_watch_time_equivalent_ge_0p5,w1 watch_time / master_total_watch_time_equivalent >= 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,master_total_watch_time_equivalent,zero,both NaN treated as match,23343,23288,55,0.9976438332690742,1.0,0.0023561667309257594,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=1.0, candidate=0","USER_KEY=b8cbe0494fde6de4dce0be00cc9bb96cbb2bf6ed618e1538dda92755c..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0 | USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=1.0, candidate=0 | USER_KEY=b8cbe0494fde6de4dce0be00cc9bb96cbb2bf6ed618e1538dda92755c..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w1_over_50%,is_w1_over_50%_A_reg_0_6_7_13_14_20_master_total_watch_time_equivalent_gt_0p5,w1 watch_time / master_total_watch_time_equivalent > 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,master_total_watch_time_equivalent,zero,both NaN treated as match,23343,23177,166,0.992888660412115,1.0,0.007111339587885019,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0","USER_KEY=02198818f8c5721f3d4fd3ebeb263dc131dc95f4a50d722f9f8846517..., master=1.0, candidate=0","USER_KEY=f60545caa9bce3c2c33b7089d88085c7ed8d79c8a619ae59f54f77970..., master=1.0, candidate=0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0 | USER_KEY=02198818f8c5721f3d4fd3ebeb263dc131dc95f4a50d722f9f8846517..., master=1.0, candidate=0 | USER_KEY=f60545caa9bce3c2c33b7089d88085c7ed8d79c8a619ae59f54f77970..., master=1.0, candidate=0",False,False,,both_nan_match,,
is_w2_over_50%,is_w2_over_50%_A_reg_0_6_7_13_14_20_three_week_sum_ge_0p5,w2 watch_time / three_week_sum >= 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,three_week_sum,zero,both NaN treated as match,23343,23282,61,0.9973867968984278,1.0,0.0026132031015722056,"USER_KEY=aee51802d8a2e3f500e043d6d50b21960f06d55cc0ea377727279cdd3..., master=0.0, candidate=1","USER_KEY=30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee1..., master=1.0, candidate=0","USER_KEY=2c4cf317dfd0acee9d0f5e03b896e33f01fcfcbd6df064a148fe96f4d..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=1.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=aee51802d8a2e3f500e043d6d50b21960f06d55cc0ea377727279cdd3..., master=0.0, candidate=1 | USER_KEY=30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee1..., master=1.0, candidate=0 | USER_KEY=2c4cf317dfd0acee9d0f5e03b896e33f01fcfcbd6df064a148fe96f4d..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w2_over_50%,is_w2_over_50%_A_reg_0_6_7_13_14_20_three_week_sum_gt_0p5,w2 watch_time / three_week_sum > 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,three_week_sum,zero,both NaN treated as match,23343,23191,152,0.9934884119436234,1.0,0.006511588056376644,"USER_KEY=9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b..., master=1.0, candidate=0","USER_KEY=f60545caa9bce3c2c33b7089d88085c7ed8d79c8a619ae59f54f77970..., master=1.0, candidate=0","USER_KEY=ce962b7194125bd79215e2726f8dbae59781c83bbc748896b9ff9dfdb..., master=1.0, candidate=0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=1.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b..., master=1.0, candidate=0 | USER_KEY=f60545caa9bce3c2c33b7089d88085c7ed8d79c8a619ae59f54f77970..., master=1.0, candidate=0 | USER_KEY=ce962b7194125bd79215e2726f8dbae59781c83bbc748896b9ff9dfdb..., master=1.0, candidate=0",False,False,,both_nan_match,,
is_w2_over_50%,is_w2_over_50%_A_reg_0_6_7_13_14_20_master_total_watch_time_equivalent_ge_0p5,w2 watch_time / master_total_watch_time_equivalent >= 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,master_total_watch_time_equivalent,zero,both NaN treated as match,23343,23282,61,0.9973867968984278,1.0,0.0026132031015722056,"USER_KEY=aee51802d8a2e3f500e043d6d50b21960f06d55cc0ea377727279cdd3..., master=0.0, candidate=1","USER_KEY=30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee1..., master=1.0, candidate=0","USER_KEY=2c4cf317dfd0acee9d0f5e03b896e33f01fcfcbd6df064a148fe96f4d..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=1.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=aee51802d8a2e3f500e043d6d50b21960f06d55cc0ea377727279cdd3..., master=0.0, candidate=1 | USER_KEY=30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee1..., master=1.0, candidate=0 | USER_KEY=2c4cf317dfd0acee9d0f5e03b896e33f01fcfcbd6df064a148fe96f4d..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w2_over_50%,is_w2_over_50%_A_reg_0_6_7_13_14_20_master_total_watch_time_equivalent_gt_0p5,w2 watch_time / master_total_watch_time_equivalent > 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,master_total_watch_time_equivalent,zero,both NaN treated as match,23343,23191,152,0.9934884119436234,1.0,0.006511588056376644,"USER_KEY=9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b..., master=1.0, candidate=0","USER_KEY=f60545caa9bce3c2c33b7089d88085c7ed8d79c8a619ae59f54f77970..., master=1.0, candidate=0","USER_KEY=ce962b7194125bd79215e2726f8dbae59781c83bbc748896b9ff9dfdb..., master=1.0, candidate=0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=1.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b..., master=1.0, candidate=0 | USER_KEY=f60545caa9bce3c2c33b7089d88085c7ed8d79c8a619ae59f54f77970..., master=1.0, candidate=0 | USER_KEY=ce962b7194125bd79215e2726f8dbae59781c83bbc748896b9ff9dfdb..., master=1.0, candidate=0",False,False,,both_nan_match,,
is_w3_over_50%,is_w3_over_50%_A_reg_0_6_7_13_14_20_three_week_sum_ge_0p5,w3 watch_time / three_week_sum >= 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,three_week_sum,zero,both NaN treated as match,23343,23274,69,0.9970440817375659,1.0,0.0029559182624341344,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=1","USER_KEY=a0218892bc0315bc5a83ac264ab5efd8b90e1ad51b84ea8831c07bdee..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0 | USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=1 | USER_KEY=a0218892bc0315bc5a83ac264ab5efd8b90e1ad51b84ea8831c07bdee..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w3_over_50%,is_w3_over_50%_A_reg_0_6_7_13_14_20_three_week_sum_gt_0p5,w3 watch_time / three_week_sum > 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,three_week_sum,zero,both NaN treated as match,23343,23189,154,0.9934027331534079,1.0,0.006597266846592126,"USER_KEY=9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b..., master=1.0, candidate=0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b..., master=1.0, candidate=0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0 | USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w3_over_50%,is_w3_over_50%_A_reg_0_6_7_13_14_20_master_total_watch_time_equivalent_ge_0p5,w3 watch_time / master_total_watch_time_equivalent >= 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,master_total_watch_time_equivalent,zero,both NaN treated as match,23343,23274,69,0.9970440817375659,1.0,0.0029559182624341344,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=1","USER_KEY=a0218892bc0315bc5a83ac264ab5efd8b90e1ad51b84ea8831c07bdee..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0 | USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=1 | USER_KEY=a0218892bc0315bc5a83ac264ab5efd8b90e1ad51b84ea8831c07bdee..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w3_over_50%,is_w3_over_50%_A_reg_0_6_7_13_14_20_master_total_watch_time_equivalent_gt_0p5,w3 watch_time / master_total_watch_time_equivalent > 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,master_total_watch_time_equivalent,zero,both NaN treated as match,23343,23189,154,0.9934027331534079,1.0,0.006597266846592126,"USER_KEY=9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b..., master=1.0, candidate=0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b..., master=1.0, candidate=0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=0 | USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_only_w1,is_only_w1_A_reg_0_6_7_13_14_20_watch_time_only,only w1 has watch_time > 0,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,,,both NaN treated as match,23343,23319,24,0.9989718545174142,1.0,0.0010281454825857858,"USER_KEY=48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40..., master=1.0, candidate=0","USER_KEY=a0218892bc0315bc5a83ac264ab5efd8b90e1ad51b84ea8831c07bdee..., master=1.0, candidate=0","USER_KEY=63370177497798e110c86c207966d8348c67f2120eda7ba945226ff26..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40..., master=1.0, candidate=0 | USER_KEY=a0218892bc0315bc5a83ac264ab5efd8b90e1ad51b84ea8831c07bdee..., master=1.0, candidate=0 | USER_KEY=63370177497798e110c86c207966d8348c67f2120eda7ba945226ff26..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_only_w1,is_only_w1_A_reg_0_6_7_13_14_20_session_only,only w1 has session count > 0,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,,,both NaN treated as match,23343,23319,24,0.9989718545174142,1.0,0.0010281454825857858,"USER_KEY=48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40..., master=1.0, candidate=0","USER_KEY=a0218892bc0315bc5a83ac264ab5efd8b90e1ad51b84ea8831c07bdee..., master=1.0, candidate=0","USER_KEY=63370177497798e110c86c207966d8348c67f2120eda7ba945226ff26..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40..., master=1.0, candidate=0 | USER_KEY=a0218892bc0315bc5a83ac264ab5efd8b90e1ad51b84ea8831c07bdee..., master=1.0, candidate=0 | USER_KEY=63370177497798e110c86c207966d8348c67f2120eda7ba945226ff26..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_only_w2,is_only_w2_A_reg_0_6_7_13_14_20_watch_time_only,only w2 has watch_time > 0,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,,,both NaN treated as match,23343,23321,22,0.9990575333076297,1.0,0.0009424666923703038,"USER_KEY=07e8934c2a06f8b6e27296413d04e783282f9446ea0c8c983a99fbfcb..., master=1.0, candidate=0","USER_KEY=aee51802d8a2e3f500e043d6d50b21960f06d55cc0ea377727279cdd3..., master=0.0, candidate=1","USER_KEY=30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee1..., master=1.0, candidate=0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=07e8934c2a06f8b6e27296413d04e783282f9446ea0c8c983a99fbfcb..., master=1.0, candidate=0 | USER_KEY=aee51802d8a2e3f500e043d6d50b21960f06d55cc0ea377727279cdd3..., master=0.0, candidate=1 | USER_KEY=30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee1..., master=1.0, candidate=0",False,False,,both_nan_match,,
is_only_w2,is_only_w2_A_reg_0_6_7_13_14_20_session_only,only w2 has session count > 0,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,,,both NaN treated as match,23343,23321,22,0.9990575333076297,1.0,0.0009424666923703038,"USER_KEY=07e8934c2a06f8b6e27296413d04e783282f9446ea0c8c983a99fbfcb..., master=1.0, candidate=0","USER_KEY=aee51802d8a2e3f500e043d6d50b21960f06d55cc0ea377727279cdd3..., master=0.0, candidate=1","USER_KEY=30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee1..., master=1.0, candidate=0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=07e8934c2a06f8b6e27296413d04e783282f9446ea0c8c983a99fbfcb..., master=1.0, candidate=0 | USER_KEY=aee51802d8a2e3f500e043d6d50b21960f06d55cc0ea377727279cdd3..., master=0.0, candidate=1 | USER_KEY=30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee1..., master=1.0, candidate=0",False,False,,both_nan_match,,
is_only_w3,is_only_w3_A_reg_0_6_7_13_14_20_watch_time_only,only w3 has watch_time > 0,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,,,both NaN treated as match,23343,23320,23,0.999014693912522,1.0,0.0009853060874780448,"USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=1.0, candidate=0","USER_KEY=b7c2e0ba1b2f17769d882e460abd5371155e1ff30e4064fe248b7e8bf..., master=0.0, candidate=1","USER_KEY=51114f7359992ecf5c70f08e63cbc1b450779dcdb874723aa7cd75681..., master=1.0, candidate=0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=1.0, candidate=0 | USER_KEY=b7c2e0ba1b2f17769d882e460abd5371155e1ff30e4064fe248b7e8bf..., master=0.0, candidate=1 | USER_KEY=51114f7359992ecf5c70f08e63cbc1b450779dcdb874723aa7cd75681..., master=1.0, candidate=0",False,False,,both_nan_match,,
